,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,acousticness,popularity,album_release_date,vibe
2381,Paulade,As Days Go By,As Days Go By,2RBt0qVLDmXc5kpDluo3Ge,0.608,0.459,4,-12.453,0,0.0447,0.000327,0.082,0.461,124.056,222655,4,0.439,49,10/7/22,chill
2382,Aqyila,Hello,Hello,1Sr7G1nLlnAFZ8AKT7PuGo,0.52,0.549,5,-8.17,0,0.224,0.00012,0.102,0.396,142.056,194910,4,0.77,49,3/31/23,chill
2383,Sam Wills,Don't Doubt It,Don't Doubt It,28yYqgatnEJFxN8JOmvxUk,0.561,0.575,2,-10.594,1,0.0745,0.0152,0.0934,0.368,152.137,182493,4,0.62,49,4/28/23,chill
2384,SPINALL,TOP BOY,Bow Down,6PoD6ZYOAMkCJAbpAgpT1T,0.543,0.386,9,-13.212,0,0.258,0.000195,0.492,0.6,95.086,123158,4,0.203,49,2/17/23,chill
2385,NNAVY,Blue,Stay,067TB7SiK4ZRF5hURd2sJh,0.683,0.219,10,-12.254,0,0.0472,0.0604,0.116,0.151,139.468,270031,3,0.438,49,11/30/20,chill
2386,Kwaku Asante,Until The Morning,Until The Morning,2mI4R8Mafb3y6I1gytvkDe,0.73,0.48,7,-12.699,1,0.386,0.000202,0.106,0.477,87.12,177931,4,0.485,49,4/19/23,chill
2387,Mac Ayres,Again,Again,5BsMtgFr6LEL8FqPOaN2oj,0.365,0.311,3,-11.343,1,0.0422,1.41E-05,0.11,0.0768,149.977,135654,4,0.932,49,3/3/23,chill
2388,Jordan Ward,FORWARD,THINK TWICE,0SjibUhSN9ozHhwAVpHMAg,0.568,0.439,4,-10.846,1,0.0903,0.0266,0.112,0.353,88.196,131173,4,0.886,49,3/3/23,chill
2389,Chris Stapleton,Traveller,Might As Well Get Stoned,0DBYW9lHjTTz55gIt63IB9,0.569,0.571,2,-8.393,1,0.0311,0.0304,0.155,0.635,121.698,277067,4,0.146,58,5/4/15,chill
2390,Maren Morris,GIRL,All My Favorite People (feat. Brothers Osborne),0tEPv5fuzMhtm6NM5GvQiF,0.422,0.919,4,-4,1,0.0639,0.000605,0.33,0.553,83.867,199787,4,0.0327,59,3/8/19,chill
2391,Willie Nelson,Heroes,Roll Me Up,4FphdrrHaX3vXpT1eOrTHR,0.671,0.828,0,-7.535,1,0.0493,0.000928,0.338,0.726,99.922,205320,4,0.237,53,5/14/12,chill
2392,Tyler Childers,Purgatory,Whitehouse Road,0fbR95FEaJUxiQYaqZZukv,0.607,0.739,0,-5.503,1,0.0274,0.000234,0.192,0.875,84.467,280787,4,0.114,71,8/4/17,chill
2393,Dierks Bentley,High Note,High Note,6kzRcQ73LtwfTMwHm1vJT7,0.499,0.78,5,-6.121,1,0.0342,0.00723,0.189,0.623,97.963,333747,4,0.0605,43,11/18/22,chill
2394,Jon Pardi,Mr. Saturday Night,Smokin' A Doobie,6tzknxnekWR1cs7aT165Ow,0.7,0.783,7,-5.116,1,0.0267,0,0.168,0.956,104.954,175554,4,0.225,47,9/2/22,chill
2395,Brothers Osborne,Pawn Shop,Greener Pastures,5EQBiTpfSvEdw1jLn6s3uT,0.662,0.771,0,-6.947,1,0.0362,0.000346,0.228,0.924,96.047,172707,4,0.0374,54,1/15/16,chill
2396,Brandy Clark,12 Stories,Get High,6s4zZQXESbvdX2Nc5tOulD,0.669,0.425,5,-9.507,1,0.0501,2.45E-06,0.133,0.483,88.261,211280,4,0.439,39,11/5/14,chill
2397,HIXTAPE,I Smoke Weed (feat. Ashland Craft & Brothers Osborne),I Smoke Weed (feat. Ashland Craft & Brothers Osborne),6gSgXKY7p3KE8VlcipZeRX,0.649,0.675,0,-6.119,0,0.0313,0,0.7,0.606,137.954,259727,4,0.00754,45,11/26/21,chill
2398,Kacey Musgraves,Pageant Material,High Time,78eJbonprYfP4OU9Tjo64Z,0.65,0.546,11,-6.974,1,0.0308,9.30E-06,0.186,0.467,119.892,177680,4,0.26,46,6/23/15,chill
2399,Chris Stapleton,From A Room: Volume 1,Them Stems,6vcFHirl6xkhzNLgZZH6QN,0.654,0.752,2,-6.861,0,0.0497,0.000217,0.126,0.879,112.795,180720,4,0.202,55,5/5/17,chill
2400,Eric Church,Carolina,Smoke A Little Smoke,1ESipSqVefdknPg5IBKFND,0.77,0.641,10,-6.077,0,0.035,0.00023,0.106,0.639,96.98,191333,4,0.0206,68,1/1/09,chill
2401,Ian Munsick,Horses & Weed,Horses & Weed,08sNpSbnzaPv0dpQvm8sgv,0.522,0.615,9,-4.928,1,0.0313,0,0.256,0.314,126.081,237640,3,0.201,45,9/23/22,chill
2402,Snoop Dogg,Ego Trippin',My Medicine,5jeXDGMNkY8G2bPsHLaNnm,0.687,0.852,1,-6.129,0,0.0866,0,0.0634,0.705,96.07,159360,4,0.156,44,1/1/08,chill
2403,Kacey Musgraves,Same Trailer Different Park,Follow Your Arrow,4CLPNURPcKztF9RRdcWLGP,0.448,0.649,5,-5.925,1,0.0434,0,0.0976,0.575,195.925,199640,4,0.418,67,1/1/13,chill
2404,Hailey Whitters,Raised,Our Grass Is Legal,5WREsIXrQ8pleixunsClED,0.674,0.745,9,-6.936,1,0.0353,6.61E-05,0.0804,0.81,81.976,252467,4,0.259,31,3/18/22,chill
2405,Corey Smith,Daddy's Weed,Daddy's Weed,2ecckyK40HInSrKyGwRWNj,0.693,0.643,0,-9.84,1,0.0329,0,0.152,0.622,94.983,241240,4,0.212,42,3/3/23,chill
2406,Toby Keith,Wacky Tobaccy,Wacky Tobaccy,7hhhV61dsJvZmS526eGC1f,0.762,0.921,4,-5.041,1,0.0478,2.98E-06,0.364,0.851,109.055,182160,4,0.0511,39,6/23/17,chill
2407,Raleigh Keegan,Easy on the Trigger,Easy on the Trigger,1MG6WgoUuXCaPIWMqOQqn6,0.559,0.804,5,-4.533,0,0.103,1.58E-06,0.223,0.755,170.007,153205,4,0.0358,26,4/23/21,chill
2408,Willie Nelson,Django and Jimmie,It's All Going to Pot,1efJ9Kx8Gx5DEAcx2btuRA,0.512,0.757,2,-8.458,1,0.0307,0.00555,0.169,0.929,165.944,176933,3,0.316,46,5/29/15,chill
2409,Meg McRee,Is It Just Me?,Mary Jane & Chardonnay,1Oa10qvMw6KP7VYtJUcsLi,0.598,0.732,2,-3.803,1,0.0351,0,0.148,0.545,78.941,201120,4,0.0596,43,3/3/23,chill
2410,Haley Mae Campbell,Smoke It (Demo),Smoke It - Demo,5nNvU45Ngzvm29gNChh7mq,0.655,0.873,2,-4.101,1,0.0731,0,0.102,0.877,156.119,183077,4,0.308,39,9/2/22,chill
2411,Ashley Monroe,Like a Rose,Weed Instead of Roses,4VErYdXTSbt5pGa9eZwUFA,0.574,0.84,7,-4.267,1,0.0414,0,0.3,0.896,158.831,199923,4,0.348,42,3/5/13,chill
2412,Jimmie Allen,Tulip Drive,be alright,3dpkmgWLr1g3rckqY4Vdrk,0.541,0.624,1,-4.822,1,0.0358,0,0.0949,0.505,170.018,174733,4,0.363,50,6/24/22,chill
2413,North Mississippi Allstars,Up and Rolling,Up and Rolling,3DV89v9FL64amLAczhsLsN,0.808,0.532,2,-7.472,1,0.025,0.00422,0.122,0.816,89.934,303920,4,0.543,28,8/2/19,chill
2414,Robert Earl Keen,West Textures,The Road Goes On Forever,0UgCiz5n2p2S7BKrFqCXEj,0.618,0.449,2,-14.333,1,0.0304,0,0.124,0.695,108.378,303000,4,0.239,50,1989,chill
2415,Toby Keith,Shock 'N Y'all,Weed With Willie,7vf8kqdPc8wpKja6iqfuzi,0.309,0.54,7,-9.881,1,0.0463,0,0.982,0.411,182.318,243707,3,0.654,48,11/4/03,chill
2416,Jason Nix,Mary Wanna,Mary Wanna,4WmvcM6v7pfQ4dauJDjya2,0.578,0.889,0,-4.255,1,0.046,0,0.0964,0.608,154.08,176911,4,0.133,23,5/20/22,chill
2417,Kyle Daniel,A Friend With Weed,A Friend With Weed,6NaIoL9AXmj7Lirhaxyplw,0.537,0.856,2,-4.993,1,0.0688,0,0.371,0.648,90.974,178036,4,0.011,28,4/19/19,chill
2418,Ryan Hurd,Pelago,Pass It On,4NPQb5305qkdRARfAEaOle,0.709,0.692,7,-5.489,1,0.052,0,0.293,0.785,76.992,179107,4,0.163,45,10/15/21,chill
2419,"Hank Williams, Jr.",Lone Wolf,Stoned At The Jukebox,4LzwAHl0qQJkfECwhmwj3Y,0.753,0.541,4,-8.494,1,0.0257,0,0.268,0.659,108.349,179907,4,0.328,42,1990,chill
2420,Charlie Worsham,I Hope I'm Stoned (When Jesus Takes Me Home) [feat. Old Crow Medicine Show],I Hope I'm Stoned (When Jesus Takes Me Home) [feat. Old Crow Medicine Show],6ryR3q7HbJr0d9C9xz0kdV,0.541,0.474,8,-6.758,1,0.0298,1.54E-06,0.0989,0.557,98.355,233787,4,0.805,43,9/6/19,chill
2421,Brewer & Shipley,Tarkio Road,One Toke Over the Line,5NU6nNizcd38J1xJi1tGXE,0.581,0.806,0,-8.158,1,0.0335,4.53E-06,0.215,0.87,77.496,199293,4,0.156,50,1970,chill
2422,Steve Earle,Copperhead Road,Copperhead Road,0VU5k3vCrpqDgUygMjiFYj,0.372,0.588,7,-15.493,1,0.0411,0.000103,0.0525,0.706,162.874,269920,4,0.0213,69,1/1/88,chill
2423,Cannabis Cowboys,The Cannabis Cowboy,The Cannabis Cowboy,1mJyMvJoHJGiNs7NCxpd7l,0.558,0.403,2,-7.483,1,0.0298,1.45E-06,0.0719,0.37,126.037,219424,3,0.596,28,5/20/22,chill
2424,Eric Church,Chief,I'm Gettin' Stoned,1xmlUIXOY0Qci8z0hKv9mD,0.534,0.976,7,-4.201,0,0.0425,0.000621,0.085,0.961,90.471,242853,4,0.0144,45,1/1/11,chill
2425,Jamey Johnson,That Lonesome Song,High Cost Of Living,73sWpECi7iZrcISLSRxuaH,0.628,0.601,0,-7.036,1,0.0368,2.63E-05,0.32,0.396,86.006,345120,4,0.0114,60,1/1/08,chill
2426,Brothers Osborne,Port Saint Joe,"Weed, Whiskey And Willie",02rxQiuRlHK7LFkrZGf3ii,0.684,0.339,4,-9.195,1,0.0349,0.000168,0.0938,0.318,124.05,260560,3,0.299,54,4/20/18,chill
2427,Brantley Gilbert,Welcome To Hazeville,Welcome To Hazeville,7KDyGBkjIGoyHN9i6vrQrR,0.42,0.651,6,-6.695,0,0.0611,0,0.25,0.475,131.954,181167,4,0.139,37,4/19/19,chill
2428,Bruce Robison,Bruce Robison & the Back Porch Band,Paid My Dues (feat. Jack Ingram),6zEdC244iXLmU9JfQzidAU,0.519,0.597,4,-9.607,1,0.322,0,0.467,0.635,145.367,202888,4,0.24,20,4/28/17,chill
2429,Florida Georgia Line,Anything Goes,Sun Daze,0El2Zyt68nYySFDG87hZgM,0.476,0.952,4,-3.783,1,0.041,2.91E-06,0.438,0.849,170.062,184707,4,0.0981,65,10/14/14,chill
2430,John Prine,John Prine,Illegal Smile,1h0R5cstHZ070tevUAfEo7,0.499,0.279,0,-15.338,1,0.0529,1.47E-06,0.0907,0.421,161.609,193267,4,0.742,48,1971,chill
2431,Kip Moore,Wild Ones (Deluxe),That's Alright With Me,1CWNDz7nWdroQZjji9GmAE,0.623,0.717,0,-7.068,1,0.0801,2.28E-05,0.0663,0.61,170.003,216493,4,0.0531,46,8/21/15,chill
2432,Jim Stafford,Jim Stafford,Wildwood Weed,2XqB7lzRMX6EFWY8HD4nZl,0.682,0.425,7,-13.178,1,0.0366,2.71E-06,0.128,0.681,90.056,160840,4,0.732,42,1/1/74,chill
2433,Willie Nelson,Countryman,Sitting In Limbo,5kkT3J5trC533eXfZRxcaI,0.691,0.655,5,-7.362,1,0.0446,0.00213,0.203,0.963,168.036,161560,4,0.57,29,1/1/05,chill
2434,Randy Houser,They Call Me Cadillac,They Call Me Cadillac,7FtLb4VBIBVDslXESrCOQP,0.671,0.711,10,-5.23,1,0.0376,0.000186,0.14,0.797,88.049,179747,4,0.116,35,1/1/10,chill
2435,Porter and The Bluebonnet Rattlesnakes,Don't Go Baby It's Gonna Get Weird Without You,Stoned In Traffic,1kQfN9SZbv6jvgfAV4LjVD,0.462,0.899,0,-5.718,1,0.0443,7.81E-05,0.272,0.734,128.271,168278,4,0.000976,18,2017,chill
2436,Zac Brown Band,The Foundation,Toes,4S518ci8UY4op0Xyp6Hx6o,0.801,0.759,11,-5.398,1,0.0378,0,0.0897,0.821,129.971,262773,4,0.657,74,11/17/08,chill
2437,Jeffrey East,Holy Roller,Holy Roller,3D1xwgtx3n5K9FUqGCBsKq,0.571,0.784,8,-5.284,1,0.0403,0,0.353,0.575,81.983,202637,4,0.268,21,12/2/22,chill
2438,Guy Clark,Workbench Songs,Worry B Gone,4dl52Y5P5jYbD6M8TsVTVK,0.73,0.141,2,-17.042,1,0.068,0,0.21,0.418,118.503,194640,4,0.657,36,2006,chill
2439,Jason Boland & The Stragglers,Somewhere in the Middle,When I'm Stoned,32xpxaQUNHLvVn887yhnNK,0.665,0.615,9,-9.306,1,0.0259,1.74E-05,0.131,0.799,93.992,201600,4,0.17,39,3/3/09,chill
2440,Jon Pardi,California Sunrise,All Time High,3TEbThqomZVo8Fpe5TiWfW,0.455,0.773,7,-3.463,1,0.0342,0,0.407,0.353,134.117,232467,4,0.0602,50,5/13/16,chill
2441,Darius Rucker,True Believers,Wagon Wheel,3xdjjKMcMOFgo1eQrfbogM,0.537,0.66,9,-7.174,1,0.0296,0,0.135,0.574,148.096,298373,4,0.455,79,1/1/13,chill
2442,Boys From Oklahoma,Outlaw Trails,Boys From Oklahoma,3R2TX8QbAKYE6ldlrnirrY,0.402,0.58,7,-7.114,1,0.0367,9.81E-05,0.171,0.592,121.332,301920,4,0.0572,23,1/1/03,chill
2443,Blake Shelton,Red River Blue (Deluxe Edition),Ready to Roll,5nw7N4ipO6Y75DXMdBpS5p,0.804,0.649,0,-5.31,1,0.0309,2.91E-05,0.123,0.977,109.999,214973,4,0.039,35,7/11/11,chill
2444,Gary Allan,Alright Guy,What Would Willie Do,4XFgL5ZwyukjJTYefA6mx9,0.553,0.417,6,-10.801,1,0.0343,0.00015,0.0989,0.376,92.087,328560,4,0.577,30,1/1/01,chill
2445,Randy Houser,Magnolia,Whole Lotta Quit,0b9dqp1bH9hrA0bnmKMWb0,0.689,0.82,9,-3.989,1,0.0502,1.30E-05,0.137,0.64,121.017,265893,4,0.0724,35,1/11/19,chill
2446,Pistol Annies,Interstate Gospel,Stop Drop and Roll One,2Je5HiZUABcRsPV6DQwhph,0.322,0.688,11,-6.703,1,0.0488,0,0.0813,0.462,187.241,182093,3,0.0203,34,11/2/18,chill
2447,Kris Kristofferson,Border Lord,"Gettin' By, High and Strange",1GJDWrM6Z8YZzrLDeDSo7J,0.486,0.59,0,-15.18,1,0.0379,2.41E-06,0.0914,0.791,105.832,154013,4,0.381,43,2/15/72,chill
2448,Taylor Goyette,Jimmy Buffett,Jimmy Buffett,4ruDnMiMxH6VMKUqN77wsX,0.797,0.682,2,-6.175,1,0.0615,0,0.297,0.647,117.985,150508,4,0.363,29,6/4/21,chill
2449,Cannabis Cowboys,Doobie Like U Do,Doobie Like U Do,6KPERXy14OLEL1kFpunnvo,0.567,0.732,7,-8.267,1,0.0354,0.000197,0.103,0.347,89.73,227122,4,0.0657,20,7/8/22,chill
2450,Willie Nelson,Heroes,Just Breathe (feat. Lukas Nelson),3rIgqH7rTzpB7Gtvo6oDsA,0.489,0.327,0,-12.523,1,0.0285,0.0012,0.135,0.282,99.544,242280,4,0.712,55,5/14/12,chill
2451,Chase Bryant,"High, Drunk, and Heartbroke","High, Drunk, and Heartbroke",4p9D4xmZekyDDQdj7E7t1W,0.374,0.484,8,-8.061,1,0.0294,0.00119,0.135,0.264,100.798,377027,3,0.203,24,3/26/21,chill
2452,Amanda Shires,Down Fell the Doves,Wasted and Rollin',5dpvpHFvkiwUl4aVQ5WKPn,0.376,0.54,2,-8.615,1,0.0294,0.0286,0.119,0.455,79.471,232693,4,0.0085,27,8/6/13,chill
2453,Randy Houser,Magnolia,High Time,2k3XVSB5S7teKwdOCZ6E99,0.656,0.683,7,-5.906,1,0.0331,0.0108,0.0961,0.651,146.018,348413,4,0.0522,30,1/11/19,chill
2454,Randy Houser,Magnolia,No Stone Unturned,6iFZZn1BcsHzSP13598ujN,0.677,0.78,11,-6.013,1,0.035,0.0956,0.123,0.368,107.014,261200,4,0.194,41,1/11/19,chill
2455,Pistol Annies,Annie Up,Hush Hush,2zwN5UpzCDnxk4tqWDaJF4,0.536,0.84,11,-5.729,1,0.0341,5.85E-05,0.21,0.953,152.334,203493,4,0.227,45,5/7/13,chill
2456,Kris Kristofferson,Spooky Lady's Sideshow,I May Smoke Too Much,6ZJBCK9kOHZWuYWu4npuzE,0.819,0.391,2,-15.27,1,0.0374,1.87E-06,0.177,0.797,118.269,188320,4,0.241,21,5/1/74,chill
2457,Cordovas,Destiny Hotel,High Feeling,5DgME3ZeZB78H4vJdX8Esd,0.592,0.753,4,-4.651,1,0.0298,1.51E-05,0.128,0.721,80.013,177827,4,0.144,41,10/16/20,chill
2458,Commander Cody and His Lost Planet Airmen,Hot to Trot,Down to Seeds and Stems Again Blues,5lo3R8FXLTjtDPRwrPvZl1,0.527,0.486,0,-11.642,1,0.0304,0.00354,0.955,0.547,105.059,243173,4,0.136,20,4/26/12,chill
2459,Daughter,Stereo Mind Game,Be On Your Way,2LadlqFWLPRJAQu3PEe9CN,0.466,0.566,4,-10.029,0,0.029,0.0472,0.117,0.227,101.899,244773,4,0.159,49,4/7/23,chill
2460,Julie Byrne,Summer Glass,Summer Glass,08SHXQxXq1UZERSVWLhN77,0.59,0.625,0,-11.539,1,0.0342,0.326,0.114,0.143,106.072,259569,4,0.732,40,4/24/23,chill
2461,SYML,SYML,Where's My Love,1B62o4CbdL9ckGvwsz2cgn,0.604,0.36,0,-10.109,0,0.0253,0.0343,0.112,0.37,103.985,202000,4,0.868,81,5/3/19,chill
2462,RY X,Dawn,Berlin,7BSMSvK0WxrDeI98bswYa8,0.393,0.0668,7,-20.755,1,0.0404,0.105,0.107,0.0384,136.938,174172,4,0.963,59,5/6/16,chill
2463,Novo Amor,Bathing Beach,Anchor,7qH9Z4dJEN0l9bidizW7fq,0.457,0.407,9,-11.475,1,0.0308,0.884,0.126,0.126,117.053,257533,4,0.805,77,5/26/17,chill
2464,Hollow Coves,Wanderlust,Coastline,4sDbdBjuYQVdNNB4PiHUPo,0.67,0.496,2,-11.23,1,0.0277,0.00319,0.0584,0.427,100.17,233973,4,0.627,74,3/17/17,chill
2465,Radiohead,In Rainbows,Nude,35YyxFpE0ZTOoqFx5bADW8,0.516,0.342,4,-9.785,1,0.0342,0.579,0.0857,0.167,128.378,255387,3,0.832,70,12/28/07,chill
2466,David Kushner,Elk Grove,Elk Grove,0AhiwX5iV3gd8IvUUQ4TYQ,0.324,0.217,0,-12.606,1,0.0315,0.00539,0.124,0.0984,116.583,215712,4,0.959,67,3/17/23,chill
2467,Old Sea Brigade,Old Sea Brigade,Love Brought Weight,66deoxrDAEK7Qg1p0Vioxe,0.366,0.327,7,-15.603,1,0.0344,0.363,0.0759,0.066,116.66,185747,4,0.699,66,1/22/16,chill
2468,Skullcrusher,Farm b/w Lift,Farm,2C4ESQIc6lROCWKMwffsU6,0.439,0.185,5,-13.846,1,0.0284,0.0997,0.262,0.07,153.911,283097,4,0.724,42,10/19/20,chill
2469,SYML,Where's My Love,Where's My Love - Acoustic,0ElpbbncWT9aS7mgoqEHbQ,0.554,0.225,3,-11.324,1,0.0281,0.0321,0.107,0.221,104.007,239880,4,0.892,77,7/7/17,chill
2470,Angel Olsen,Forever Means,Forever Means,2OGXIpzLiNf1aKvoEjnNRR,0.352,0.14,7,-11.234,1,0.0351,0,0.115,0.151,73.131,207933,5,0.873,52,4/11/23,chill
2471,Penny and Sparrow,Alabama Haint,Alabama Haint,3NVGIampibL0YVG3wwaX8G,0.589,0.422,4,-10.78,0,0.0296,0.0279,0.0897,0.293,94.968,182601,4,0.868,47,10/22/21,chill
2472,Novo Amor,Bathing Beach,Carry You,0u4rkpmNtgcFxYHepnVF4v,0.334,0.397,7,-7.993,1,0.0284,0.0774,0.126,0.035,93.445,273107,4,0.558,68,5/26/17,chill
2473,Noah Gundersen,A Pillar of Salt,Atlantis,4Lp2SmcFyyMiWzfsDV2Qzh,0.591,0.555,2,-10.702,1,0.0325,0.0462,0.157,0.459,83.459,319053,4,0.54,55,10/8/21,chill
2474,Charlie Cunningham,Lines,Minimum,6kND7UAXGZk2kfZbEWQ6e3,0.492,0.841,0,-9.181,0,0.0904,0.00027,0.101,0.313,177.869,194907,4,0.729,64,1/27/17,chill
2475,Fink,Hard Believer,Looking Too Closely,7bhI6rnvaVw8qgZPn32qE0,0.477,0.519,2,-12.461,1,0.0358,0.748,0.0949,0.102,175.094,310693,4,0.328,63,7/14/14,chill
2476,Axel Flóvent,Forest Fires,Forest Fires,6Vejmu5dz6MMOnn2pIko9q,0.64,0.295,7,-12.255,0,0.0299,1.08E-05,0.121,0.152,117.967,210925,4,0.701,62,2015,chill
2477,Ocie Elliott,Wait for You,Wait for You,4du1sHf5pUhdEEwqtmOAi2,0.652,0.243,1,-11.868,1,0.034,0.034,0.11,0.193,136.007,193936,4,0.946,62,7/16/21,chill
2478,Paris Paloma,notre dame,notre dame,4ni2PRjuIORNFXvWB74SqX,0.223,0.343,1,-12.193,0,0.0439,0.0153,0.286,0.0798,76.612,258431,3,0.911,61,2/17/23,chill
2479,Dustin Tebbutt,White Water,White Water,5dmrLolEgTr4TT0AhOxk5x,0.594,0.289,3,-13.348,1,0.0339,0.00537,0.108,0.0907,108.002,233391,4,0.887,60,4/2/20,chill
2480,Thom Yorke,Suspiria (Music for the Luca Guadagnino Film),Suspirium,4Y1igB1GDncJvt7ezbV3cW,0.457,0.223,1,-15.432,0,0.0317,0.918,0.135,0.438,150.998,201768,3,0.988,59,10/26/18,chill
2481,Ben Howard,I Forget Where We Were,In Dreams,6yPuQr6vjZ7tJ4oq1PEXle,0.49,0.592,0,-13.54,1,0.0405,0.713,0.136,0.28,126.621,213440,4,0.614,59,10/20/14,chill
2482,Aisha Badru,The Way Back Home,The Way Back Home,3PTsvzTENG4jREGGQz9xpb,0.491,0.328,9,-16.564,1,0.0384,0.000146,0.0848,0.107,81.958,214361,4,0.684,59,8/6/21,chill
2483,Harrison Storm,Sense of Home,Sense of Home,6oImxt6z8HDS56epRgOi0I,0.564,0.207,3,-10.926,1,0.032,1.80E-06,0.102,0.0898,139.933,265840,4,0.892,59,11/25/16,chill
2484,Bibio,A Mineral Love,Petals,2wQlywnCQG88drPNdEOuRO,0.314,0.344,9,-8.273,0,0.0325,0.00585,0.108,0.192,76.553,156000,4,0.889,58,4/1/16,chill
2485,Fleet Foxes,Shore,Wading In Waist-High Water,1u8PeiYinEIxqWGXcxSgrI,0.392,0.102,7,-15.273,1,0.0308,0.013,0.111,0.118,128.253,135013,4,0.908,58,9/22/20,chill
2486,Old Sea Brigade,Day by Day (Acoustic),Day by Day - Acoustic,7zkXBmkaHsRzzSAc60bKNH,0.599,0.322,6,-14.017,0,0.04,0.884,0.117,0.364,138.066,209715,4,0.917,57,7/16/21,chill
2487,Bon Iver,"22, A Million",33 “GOD”,5sWF1EZGm727f3b620vkbC,0.469,0.392,4,-10.472,1,0.0418,0.0277,0.0937,0.322,133.33,213000,4,0.83,57,9/30/16,chill
2488,Beta Radio,Ancient Transition,Our Remains,3GLMvFjzOgJ3XGphEEVEPv,0.33,0.319,1,-12.078,0,0.0335,0.0399,0.114,0.29,198.112,244120,4,0.867,56,9/14/18,chill
2489,Weyes Blood,"And In The Darkness, Hearts Aglow",God Turn Me Into a Flower,5gJw9DpcnYywIIVGYSb4Y5,0.112,0.25,7,-11.877,1,0.035,0.0566,0.163,0.0365,78.478,385653,4,0.874,56,11/18/22,chill
2490,Aquilo,ii,Thin,7swTZr50nSpeq9469IJ9LI,0.604,0.406,0,-9.732,1,0.0569,0.0051,0.121,0.203,97.021,178477,4,0.511,55,5/4/18,chill
2491,Blanco White,Colder Heavens EP,El Búho,4TtrTorJrVMEIprmQydrVv,0.554,0.393,3,-12.32,0,0.0316,0.000807,0.097,0.248,106.136,231707,4,0.929,54,3/31/17,chill
2492,Khruangbin,Con Todo El Mundo,Cómo Me Quieres,11AURg9Kbju7LOcwQnR17f,0.549,0.535,6,-10.045,1,0.0415,0.886,0.372,0.545,85.477,225154,4,0.00624,53,1/26/18,chill
2493,Bon Iver,"For Emma, Forever Ago",The Wolves (Act I and II),3TO6wG55HdfwC8zfOaXAlJ,0.466,0.165,5,-16,1,0.0483,4.68E-05,0.0888,0.0969,115.957,322040,3,0.774,54,2/19/08,chill
2494,Fenne Lily,On Hold,Top to Toe,3Dtg7OR2EYGI5zZuuRpFKT,0.708,0.153,1,-14.594,1,0.0489,8.67E-06,0.112,0.45,110.951,216253,4,0.892,53,4/6/18,chill
2495,Haux,All We've Known,Homegrown,6LGoGD6GV9BadApTSaUqcv,0.656,0.334,9,-13.682,1,0.0414,0.389,0.192,0.22,120.038,242333,4,0.757,52,11/8/16,chill
2496,Daughter,If You Leave,Smother,2Fa5PjvjXH1qKWI0umk4oY,0.509,0.141,1,-16.469,1,0.0339,0.0496,0.124,0.115,125.012,240560,4,0.926,51,1/1/13,chill
2497,mehro,howling,howling,566yEfNfBoojymRCZRbkxU,0.496,0.335,4,-11.137,1,0.0347,0.439,0.113,0.207,75.96,213720,4,0.891,51,9/22/21,chill
2498,Rosie Carney,The Bends,High And Dry,0GehqN1MkS7feXJWWk97KU,0.474,0.145,4,-14.402,1,0.0348,0.000991,0.126,0.157,106.597,232000,5,0.911,51,12/11/20,chill
2499,Blanco White,Nocturne EP,Nocturne,2fv4O0H2EdMqliyEAUAEST,0.48,0.303,2,-13.189,0,0.0302,0.196,0.155,0.192,127.017,268627,3,0.949,52,10/29/18,chill
2500,alt-J,This Is All Yours,Warm Foothills,1YUcTZ0ehoHY6G6Prhcbj0,0.274,0.209,2,-16.158,1,0.0411,0.0968,0.0978,0.0661,92.997,225018,4,0.913,50,9/22/14,chill
2501,Gia Margaret,Mia Gargaret,apathy,2KDXCctJkNx43Z4b8pE6pS,0.326,0.0953,0,-25.197,1,0.0397,0.814,0.116,0.0382,79.087,189321,3,0.953,50,6/12/20,chill
2502,Novo Amor,Heiress,Silvery,6i8GiLfa1PAwKl4SBfpFVt,0.535,0.364,1,-11.349,1,0.0328,0.082,0.334,0.0956,120.033,232613,4,0.948,49,11/10/17,chill
2503,Henry Jamison,The Wilds,The Rains,2I5mhy8zeIIMWgOFny4Fle,0.69,0.399,6,-10.906,1,0.0281,0.0168,0.0704,0.432,117.029,211795,4,0.648,49,10/27/17,chill
2504,Charlie Cunningham,Permanent Way,Don't Go Far,2BfvdgdBqLtwAzvgtZq9hb,0.622,0.312,4,-16.105,1,0.0315,0.401,0.109,0.228,80.514,219013,3,0.902,49,6/7/19,chill
2505,Blanco White,Samara,Samara,6BlVZ6vUaW5vbmDlYV7zfM,0.367,0.587,0,-10.811,0,0.0462,0.755,0.0802,0.141,107.68,256120,4,0.612,49,3/13/20,chill
2506,Vancouver Sleep Clinic,The Wire,The Wire,2fvgn1xCyf0VQ5o33ZCoc6,0.382,0.182,7,-12.856,1,0.0306,0.000399,0.0929,0.129,81.293,180440,4,0.821,48,9/30/21,chill
2507,Jake Houlsby,Howl,Howl,3q0osq156ES7MHz4PjMOBp,0.507,0.351,10,-14.951,1,0.0297,0.787,0.122,0.266,75.069,218347,4,0.836,48,2/21/17,chill
